Data,Total Deals,ARR Total (R$),ARR Ponderado (R$),MRR Ponderado (R$),Cotação,Proposta Enviada,Consultoria,Negociação,Implantação,Ganho,Standby,Pipeline Vendas,Pipeline Bid
2026-04-28,67,31949094,15664161,1305347,24,0,15,12,9,7,0,67,0
