Data,Total Deals,ARR Total (R$),ARR Ponderado (R$),MRR Ponderado (R$),Cotação,Proposta Enviada,Consultoria,Negociação,Implantação,Ganho,Standby,Pipeline Vendas,Pipeline Bid
2026-06-12,91,31621533,14576931,1214744,26,4,24,12,17,7,1,84,7
