Data,Total Deals,ARR Total (R$),ARR Ponderado (R$),MRR Ponderado (R$),Cotação,Proposta Enviada,Consultoria,Negociação,Implantação,Ganho,Standby,Pipeline Vendas,Pipeline Bid
2026-06-25,98,32566746,13148099,1095675,22,3,28,21,14,9,1,90,8
